name,description,dataset_id,project_id,files
Netherlands - Dertiende Algemene Volkstelling (31 mei-1 juni 1960); tevens Beroepstelling 1960 - IPUMS Subset,"IPUMS-International is an effort to inventory, preserve, harmonize, and disseminate census microdata from around the world. The project has collected the world's largest archive of publicly available census samples. The data are coded and documented consistently across countries and over time to facillitate comparative research. IPUMS-International makes these data available to qualified researchers free of charge through a web dissemination system.<br><br>The IPUMS project is a collaboration of the Minnesota Population Center, National Statistical Offices, and international data archives. Major funding is provided by the U.S. National Science Foundation and the Demographic and Behavioral Sciences Branch of the National Institute of Child Health and Human Development. Additional support is provided by the University of Minnesota Office of the Vice President for Research, the Minnesota Population Center, and Sun Microsystems.",0049246,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Netherlands - Veertiende Algemene Volkstelling (28 februari 1971); tevens Beroepstelling en Algemene Woningtelling 1971 - IPUMS Subset,"IPUMS-International is an effort to inventory, preserve, harmonize, and disseminate census microdata from around the world. The project has collected the world's largest archive of publicly available census samples. The data are coded and documented consistently across countries and over time to facillitate comparative research. IPUMS-International makes these data available to qualified researchers free of charge through a web dissemination system.<br><br>The IPUMS project is a collaboration of the Minnesota Population Center, National Statistical Offices, and international data archives. Major funding is provided by the U.S. National Science Foundation and the Demographic and Behavioral Sciences Branch of the National Institute of Child Health and Human Development. Additional support is provided by the University of Minnesota Office of the Vice President for Research, the Minnesota Population Center, and Sun Microsystems.",0049245,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Netherlands - The Dutch Virtual Census of 2001 - IPUMS Subset,"IPUMS-International is an effort to inventory, preserve, harmonize, and disseminate census microdata from around the world. The project has collected the world's largest archive of publicly available census samples. The data are coded and documented consistently across countries and over time to facillitate comparative research. IPUMS-International makes these data available to qualified researchers free of charge through a web dissemination system.<br><br>The IPUMS project is a collaboration of the Minnesota Population Center, National Statistical Offices, and international data archives. Major funding is provided by the U.S. National Science Foundation and the Demographic and Behavioral Sciences Branch of the National Institute of Child Health and Human Development. Additional support is provided by the University of Minnesota Office of the Vice President for Research, the Minnesota Population Center, and Sun Microsystems.",0049244,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - Family Health Survey 1996,"The 1996 Nepal Family Health Survey (NFHS) is a nationally representative survey of 8,429 ever- married women age 15-49. The survey is the fifth in a series of demographic and health surveys conducted in Nepal since 1976. The main purpose of the NFHS was to provide detailed information on fertility, family planning, infant and child mortality, and matemal and child health and nutrition. In addition, the NFHS included a series of questions on knowledge of AIDS. <br><br>The primary objective of the Nepal Family Health Survey (NFHS) is to provide national level estimates of fertility and child mortality. The survey also provides information on nuptiality, contraceptive knowledge and behaviour, the potential demand for contraception, other proximate determinants of fertility, family size preferences, utilization of antenatal services, breastfeeding and food supplementation practices, child nutrition and health, immunizations, and knowledge about Acquired Immune Deficiency Syndrome (AIDS). This information will assist policy-makers, administrators and researchers to assess and evaluate population and health programmes and strategies. The NFHS is comparable to Demographic and Health Surveys (DHS) conducted in other developing countries. <br><br>MAIN RESULTS<br><br>FERTILITY <br><br>Survey results indicate that fertility in Nepal has declined steadily from over 6 births per woman in the mid-1970s to 4.6 births per woman during the period of 1994-1996. Differentials in fertility by place of residence are marked, with the total fertility rate (TFR) for urban Nepal (2.9 births per woman) about two children less than for rural Nepal (4.8 births per woman). The TFR in the Mountains (5.6 births per woman) is about one child higher than the TFR in the Hills and Terai (4.5 and 4.6 births per woman, respectively). By development region, the highest TFR is observed in the Mid-western region (5.5 births per woman) and the lowest TFR in the Eastern region (4.1 births per woman). <br><br>Fertility decline in Nepal has been influenced in part by a steady increase in age at marriage over the past 25 years. The median age at first marriage has risen from 15.5 years among women age 45-49 to 17.1 years among women age 20-24. This trend towards later marriage is supported by the fact that the proportion of women married by age 15 has declined from 41 percent among women age 45-49 to 14 percent among women age 15-19. There is a strong relationship between female education and age at marriage. The median age at first marriage for women with no formal education is 16 years, compared with 19.8 years for women with some secondary education. <br><br>Despite the trend towards later age at marriage, childbearing begins early for many Nepalese women. One in four women age 15-19 is already a mother or pregnant with her first child, with teenage childbearing more common among rural women (24 percent) than urban women (20 percent). Nearly one in three adolescent women residing in the Terai has begun childbearing, compared with one in five living in the Mountains and 17 percent living in the Hills. Regionally, the highest level of adolescent childbearing is observed in the Central development region while the lowest is found in the Western region. <br><br>Short birth intervals are also common in Nepal, with one in four births occurring within 24 months of a previous birth. This is partly due to the relatively short period of insusceptibility, which averages 14 months, during which women are not exposed to the risk of pregnancy either because they are amenorrhoeic or abstaining. By 12-13 months after a birth, mothers of the majority of births (57 percent) are susceptible to the risk of pregnancy. Early childbearing and short birth intervals remain a challenge to policy-makers. NFHS data show that children born to young mothers and those born after short birth intervals suffer higher rates of morbidity and mortality. <br><br>Despite the decline in fertility, Nepalese women continue to have more children than they consider ideal. At current fertility levels, the average woman in Nepal is having almost 60 percent more births than she wants--the total wanted fertility rate is 2.9 births per woman, compared with the actual total fertility rate of 4.6 births per woman. Unplanned and unwanted births are often associated with increased mortality risks. More than half(56 percent) of all births in the five-year period before the survey had an increased risk of dying because <br>the mother was too young (under 18 years) or too old (more than 34 years), or the birth was of order 3 or higher, or the birth occurred within 24 months of a previous birth. <br><br>Nevertheless, the percentage of women who want to stop childbearing in Nepal has increased substantially, from 40 percent in 1981 to 52 percent in 1991 and to 59 percent in 1996. According to the NFHS, 41 percent of currently married women age 15-49 say they do not want any more children, and an additional 18 percent have been sterilized. Furthermore, 21 percent of married women want to wait at least two years for their next child and only 13 percent want to have a child soon, that is, within two years. <br><br>FAMILY PLANNING <br><br>Knowledge of family planning is virtually universal in Nepal, with 98 percent of currently married women having heard of at least one method of family planning. This is a five-fold increase over the last two decades (1976-1996). Much of this knowledge comes from media exposure. Fifty-three percent of ever-married women had been exposed to family planning messages on the radio and/or the television and 23 percent have been exposed to messages through the print media. In addition, about one in four women has heard at least one of three specific family planning programmes on the radio. <br><br>There has been a steady increase in the level of ever use of modern contraceptive method over the past 20 years, from 4 percent of currently married women in 1976, to 27 percent in 1991 and 35 percent in 1996. Among ever-users, female sterilization and male sterilization are the most popular methods (37 percent), indicating that contraceptive methods have been used more for limiting than for spacing births. <br><br>The contraceptive prevalence rate among currently married women is 29 percent, with the majority of women using modern methods (26 percent). Again, the most widely used method is sterilization (18 percent, male and female combined), followed by injectables (5 percent). Although current use of modern contraceptive methods has risen steadily over the last two decades, the pace of change has been slowest in the most recent years (1991-1996). Current use among currently married non-pregnant women increased from 3 percent in 1976 to 15 percent in 1986 to 24 percent in 1991 and to 29 percent in 1996. While female sterilization increased by only 3 percent from 45 percent of modern methods in 1986 to 46 percent in 1996, male sterilization declined by almost 50 percent from 41 percent to 21 percent over the same period. <br><br>The level of current use is nearly twice as high in the urban areas (50 percent) as in rural areas (27 percent). Only 18 percent of currently married women residing in the Mountains are currently using contraception, compared with 30 percent and 29 percent living in the Hills and Terai regions, respectively. There is a notable difference in current contraceptive use between the Far-western region (21 percent) and all the other regions, especially the Central and Eastern regions (31 percent each). Educational differences in current use are large, with 26 percent of women with no education currently using contraception, compared with 52 percent of women who have completed their School Leaving Certificate (SLC). In general, as women's level of education rises, they are more likely to use modem spacing methods. <br><br>The public sector figures prominently as a source of modem contraceptives. Seventy-nine percent of modem method users obtained their methods from a public source, especially hospitals and district clinics (32 percent) and mobile camps (28 percent). The public sector is the predominant source of sterilizations, 1UDs, injectables, and Norplant, and both the public and private sectors are equally important sources of the pill and condoms. Nevertheless, the public sector's share of the market has fallen over the last five years from 93 percent of current users in 1991 to 79 percent in 1996. <br><br>There is considerable potential for increased family planning use in Nepal. Overall, one in three women has an unmet need for family planning--14 percent for spacing and 17 percent for limiting. The total demand for family planning, including those women who are currently using contraception, is 60 percent. Currently, the family planning needs of only one in two women is being met. While the increase in unmet need between 1991 (28 percent) and 1996 (31 percent) was small, there was a 14 percent increase in the percentage of women using any method of family planning and, over the same period, a corresponding increase of 18 percent in the demand for family planning. <br><br>MATERNAL AND CHILD HEALTH <br><br>At current mortality levels, one of every 8 children born in Nepal will die before the fifth birthday, with two of three deaths occurring during the first year of life. Nevertheless, NFHS data show that mortality levels have been declining rapidly in Nepal since the eighties. Under-five mortality in the period 0-4 years before the survey is 40 percent lower than it was 10-14 years before the survey, with child mortality declining faster (45 percent) than infant mortality (38 percent). <br><br>Mortality is consistently lower in urban than in rural areas, with children in the Mountains faring much worse than children living in the Hills and Terai. Mortality is also far worse in the Far-western and Mid-western development regions than in the other regions. Maternal education is strongly related to mortality, and children of highly educated mothers are least likely to die young. For example, infant mortality is nearly twice as high among children of mothers with no education as among children of mothers with some secondary education. <br><br>Neonatal mortality is expectedly higher among males than females. However, child mortality is 24 percent higher among females than males. First births, higher order births and births spaced less than 24 months apart also experience higher mortality. <br><br>Perinatal mortality in Nepal has declined by 17 percent over the last 15 years from 63 deaths per 1,000 stillbirths and live births in the period 10-14 years before the survey to 52 deaths in the period 0-4 years before the survey. First pregnancies, high order pregnancies, pregnancies to women residing in rural areas, in the Terai, and in the Eastern region, are all at an increased risk of loss. <br><br>One possible reason for the declining mortality is improvements in childhood vaccination coverage. The NFHS results show that about 76 percent of children age 12-23 months have been vaccinated against tuberculosis, DPT and polio. However, coverage declines after the first dose for DPT and polio, with one-third of children who start the series not completing it. Fifty-seven percent of children age 12-23 months were vaccinated against measles. Overall, two of five children had all the recommended vaccinations, and 36 percent were fully vaccinated before their first birthday. <br><br>Diarrhoeal and respiratory illnesses are common causes of child deaths in Nepal. In the two weeks before the survey, 28 percent of children suffered from diarrhoea and 34 percent were ill with acute respiratory infections (AR1). However, use of health facilities is low in Nepal: only 14 percent of children with diarrhoea and 18 percent of children with ARI were taken to a health facility. Solution prepared from oral rehydration salts (ORS) was given to 26 percent of children with diarrhoea, and 4 percent received recommended home fluids (RHF). In addition, 35 percent of children with diarrhoea were given more to drink than before the diarrhoea. Over one-third of children with diarrhoea received no treatment at all. <br><br>The care that a woman receives daring pregnancy and childbirth reduces the risk of illness and death for both mother and child. The NFHS data show that mothers received antenatal care from a doctor for only 13 percent of births in the three years preceding the survey, and from a nurse/midwife for I 1 percent of births. One of two women who received some antenatal care had fewer than 3 visits. For the majority of births (56 percent), mothers did not receive any antenatal care. <br><br>An important component of antenatal care is protection against tetanus. Two or more doses of tetanus toxoid vaccines were received by mothers for about one-third of births, while 13 percent received one dose. For well over half of births, mothers did not receive a single dose. <br><br>The majority of Nepalese children are born at home without assistance from trained medical personnel. Overall, only 8 percent of births are delivered in a health facility and 9 percent are delivered under the supervision of a doctor or nurse/midwife. <br><br>Breastfeeding is nearly universal in Nepal and the average length of time that children are breastfed is relatively long (28 months). However, a significant minority of children (40 percent) are not breastfed within one day of birth. Bottle feeding is relatively rare in Nepal and less than 3 percent of children under three years of age were fed with a bottle using a nipple. Even though exclusive breastfeeding is recommended until 4-6 months of age, one-third of children age 4-5 months receive complementary foods. <br><br>There is considerable malnutrition among children in Nepal. Forty-eight percent of children under age three are stunted, 11 percent are wasted, and 47 percent are underweight. Variation by place of residence is marked, with rural children, children living in the Mountains and in the Far-western regions of Nepal more likely to be malnourished than other children. <br><br>Maternal nutritional status was also assessed from the NFHS data. Fit~een percent of Nepalese mothers of children born during the three years before the survey were less than 145 centimetres tall, the height below which a woman is considered to be at nutritional risk. Furthermore, more than one of four women fell below the cutoff of 18.5 for body mass index, which measures thinness, indicating that the level of chronic energy deficiency in Nepal is relatively high. Maternal deaths are high relative to developed countries. According to the NFHS data, maternal deaths accounted for 27 percent of all deaths to women age 15-49, with a maternal mortality ratio of 5 deaths per 1,000 live births.",0049236,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - National Population Census 2001 - IPUMS Subset,"IPUMS-International is an effort to inventory, preserve, harmonize, and disseminate census microdata from around the world. The project has collected the world's largest archive of publicly available census samples. The data are coded and documented consistently across countries and over time to facillitate comparative research. IPUMS-International makes these data available to qualified researchers free of charge through a web dissemination system.<br><br>The IPUMS project is a collaboration of the Minnesota Population Center, National Statistical Offices, and international data archives. Major funding is provided by the U.S. National Science Foundation and the Demographic and Behavioral Sciences Branch of the National Institute of Child Health and Human Development. Additional support is provided by the University of Minnesota Office of the Vice President for Research, the Minnesota Population Center, and Sun Microsystems.",0049235,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - Demographic and Health Survey 2001,"The 2001 Nepal Demographic and Health Sur­vey (NDHS) is a nationally representative sur­vey of 8,726 women age 15-49 and 2,261 men age 15-59. This Survey is the sixth in a series of national-level population and health surveys conducted in Nepal.  It is the second nationally representative comprehensive survey conducted as part of the global Demographic and Health Survey (DHS) pro­gram, the first being the 1996 Nepal Family Health Survey (NFHS). The 2001 NDHS is the first in the history of demographic and health surveys conducted in Nepal that included a male sample. The 2001 NDHS was carried out under the aegis of the Family Health Division of the Department of Health Services, Ministry of Health, and was implemented by New ERA, a local research organiza­tion, which also conducted the 1996 NFHS. ORC Macro provided technical support through its MEASURE DHS+ project. The survey was funded by the United States Agency for International Development (USAID) through its mission in Nepal. <br><br>The principal objective of the 2001 NDHS is to provide current and reliable data on fertil­ity and family planning, infant and child mortality, children's and women's nutritional status, the utilization of maternal and child health services, and knowledge of HIV/AIDS. This information is essential for informed policy decisions, planning, monitoring, and evaluation of programs on health in general and reproductive health in particular at both the national and regional levels. <br><br>A long-term objective of the survey is to strengthen the technical capacity of the Family Health Division of the Ministry of Health to plan, conduct, process, and analyze data from complex national population and health surveys. The 2001 NDHS data is comparable to data collected in the 1996 NFHS and similar to survey data conducted in other developing countries.  This allows for temporal and spatial comparisons of demographic health information.  The 2001 NDHS also adds to the vast and growing international database on demographic and health variables.  The inclusion of data on men adds to the richness of this data.",0049233,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - Demographic and Health Survey 2006,"The principal objective of the 2006 Nepal Demographic and Health Survey (NDHS) is to provide current and reliable data on fertility and family planning behavior, child mortality, adult and maternal mortality, children’s nutritional status, the utilization of maternal and child health services, and knowledge of HIV/AIDS. For the first time, the 2006 NDHS conducted anemia testing at the household level for the country as a whole to provide information on the prevalence of anemia at the population level. The specific objectives of the survey are to:<br><br>- collect data at the national level which will allow the calculation of key demographic rates;<br>- analyze the direct and indirect factors which determine the level and trends of fertility;<br>- measure the level of contraceptive knowledge and practice among women and men by method, urban-rural residence and region,<br>- collect high-quality data on family health including immunization coverage among children, prevalence and treatment of diarrhea and other diseases among children under five, and maternity care indicators including antenatal visits, assistance at delivery, and postnatal care;<br>- collect data on infant and child mortality, and maternal and adult mortality;<br>- obtain data on child feeding practices including breastfeeding, and collect anthropometric measures to use in assessing the nutritional status of women and children;<br>- collect data on knowledge and attitudes of women and men about sexually transmitted infections and HIV/AIDS and evaluate patterns of recent behavior regarding condom use;<br>- conduct hemoglobin testing on women age 15-49 and children age 6-59 months in the households selected for the survey to provide information on the prevalence of anemia among women in the reproductive ages and young children.<br><br>This information is essential for informed policy decisions, planning, monitoring, and evaluation of programs on health in general and reproductive health in particular at both the national and regional levels. A long-term objective of the survey is to strengthen the technical capacity of government organizations to plan, conduct, process, and analyze data from complex national population and health surveys. Moreover, the 2006 NDHS provides national, regional and subregional estimates on population and health that are comparable to data collected in similar surveys in other developing countries. The first Demographic and Health Survey (DHS) in Nepal was the 1996 Nepal Family Health Survey (NFHS) conducted as part of the worldwide DHS program, and was followed five years later by the 2001 Nepal Demographic and Health Survey (NDHS). Data from the 2006 NDHS survey, the third such survey, allow for comparison of information gathered over a longer period of time and add to the vast and growing international database on demographic and health variables.<br><br>Wherever possible, the 2006 NDHS data are compared with data from the two earlier DHS surveys—the 2001 NDHS and the 1996 NFHS—which also sampled women age 15-49. Additionally, men age 15-59 were interviewed in the 2001 NDHS and the 2006 NDHS to provide comparable data for men over the last five years.",0049228,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - Multiple Indicator Cluster Survey 2010,"The Nepal Multiple Indicator Cluster Survey (NMICS) 2010 is a subnational survey of 7,372 women aged 15–49 years and 3,574 children under five from 6,000 households in the Mid- and Far Western Regions (MFWR) of Nepal. NMICS 2010 was implemented as part of the fourth round of the global MICS household survey programme with technical and financial support from UNICEF Nepal in collaboration with the Government of Nepal. The main purpose of NMICS 2010 is to support the government to generate statistically sound and comparable data for monitoring the situation of children and women in the MFWR of the country. NMICS 2010 covers topics related to nutrition, child health, water and sanitation, reproductive health, child development, literacy and education, child protection, HIV and AIDS, mass media and the use of information and communication technology, attitude towards domestic violence, the use of tobacco and alcohol, and life satisfaction. In addition, NMICS 2010 is the first survey in Nepal to provide baseline information on the prevalence of chaupadi (women who live in a separate house or animal shed during menstruation) in the MFWR and evidence on women’s life satisfaction.",0049223,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - Demographic and Health Survey 2011,"The 2011 Nepal Demographic and Health Survey is the fourth nationally representative comprehensive survey conducted as part of the worldwide Demographic and Health Surveys (DHS) project in the country. The survey was implemented by New ERA under the aegis of the Population Division, Ministry of Health and Population. Technical support for this survey was provided by ICF International with financial support from the United States Agency for International Development (USAID) through its mission in Nepal.<br><br>The primary objective of the 2011 NDHS is to provide up-to-date and reliable data on different issues related to population and health, which provides guidance in planning, implementing, monitoring, and evaluating health programs in Nepal. The long term objective of the survey is to strengthen the technical capacity of the local institutions to plan, conduct, process and analyze data from complex national population and health surveys. The survey includes topics on fertility levels and determinants, family planning, fertility preferences, childhood mortality, children and women’s nutritional status, the utilization of maternal and child health services, knowledge of HIV/AIDS and STIs, women’s empowerment and for the first time, information on women facing different types of domestic violence. The survey also reports on the anemia status of women age 15-49 and children age 6-59 months.<br><br>In addition to providing national estimates, the survey report also provides disaggregated data at the level of various domains such as ecological region, development regions and for urban and rural areas. This being the fourth survey of its kind, there is considerable trend information on reproductive and health care over the past 15 years. Moreover, the 2011 NDHS is comparable to similar surveys conducted in other countries and therefore, affords an international comparison. The 2011 NDHS also adds to the vast and growing international database on demographic and health-related variables.<br><br>The 2011 NDHS collected demographic and health information from a nationally representative sample of 10,826 households, which yielded completed interviews with 12,674 women age 15-49 in all selected households and with 4, 121 men age 15-49 in every second household.<br><br>This survey is the concerted effort of various individuals and institutions.",0049219,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
"Nepal - Livelihoods, Basic Services, Social Protection and Perceptions of the State in Conflict-affected Situations Household Survey 2012","This data is from the first round of a unique, cross-country panel survey conducted in Nepal by the Secure Livelihoods Research Consortium (SLRC). The Overseas Development Institute (ODI) is the lead organisation of SLRC. SLRC partners who participated in the survey were: the Centre for Poverty Analysis (CEPA) in Sri Lanka, Feinstein International Center (FIC, Tufts University), the Sustainable Development Policy Institute(SDPI) in Pakistan, Humanitarian Aid and Reconstruction, based at Wageningen University (WUR) in the Netherlands, the Nepal Centre for Contemporary Research (NCCR), and the Food and Agriculture Organization (FAO).<br><br>This survey generated the first round of data on people’s livelihoods, their access to and experience of basic services, and their views of governance actors. SLRC will attempt to re-interview the same respondents in 2015 to find out how the livelihoods and governance perceptions of people shift (or not) over time, and which factors may have contributed towards that change.",0049217,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - The Role of Information and Cash Transfers on Early Childhood Development 2013-2014,"While substantial progress has been made in combating malnutrition at a global level, chronic maternal and child malnutrition remains a serious problem in many parts of the developing world. In this paper, using a randomized control trial design in Nepal, we evaluate a program that provided information on best practices about maternal and child health and nutrition, and cash to families in extremely poor areas with pregnant mothers and/or children below the age of 2. We find significant and sizable impacts of the information plus cash intervention on maternal knowledge, behavior, child development, and nutrition. The size of these impacts along some measures of knowledge and development are significantly different from the information only intervention group suggesting a potential role for providing a short term cash safety net along with information to tackle the problem of malnutrition.",0049216,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - Agriculture and Food Security Project Impact Evaluation 2013,"The Nepal Agriculture and Food Security Project (AFSP) aims to improve the livelihood of poor farmers by increasing agricultural output and improving nutritional practices. AFSP is funded by the Global Agriculture and Food Security Project (GAFSP), supervised by the World Bank, and implemented by the Ministries of Agricultural Development (MoAD) and Health (MoH). AFSP includes 19 districts1 of the mid- and far-western development regions of Nepal. It intends to benet 162,000 people living in hill and mountain areas of the country.<br><br>According to the Project Appraisal Document (PAD), the Project Development Objective (PDO) is to enhance food and nutritional security of the targeted communities in select locations of Nepal. The project hypothesizes a link between this food security/nutrition and increased productivity of on-farm income from<br>both cultivation of crops and rearing of livestock. Additional Results indicators for the project include:<br>- Increase in the productivity of targeted crops<br>- Increase in the yield of targeted livestock products<br>- Increase in the proportion of pregnant and nursing mothers and children between 6-24 months' age adopting appropriate feeding practices.<br><br>Following from these objectives, and the indicators laid out in the PAD, the IE was designed in order to capture both the direct targets of the project, as well as its envisioned mechanism pathways. These form the core outcomes measured and described in this report.<br><br>In order to achieve its targets, AFSP consists of four components:<br>1. Technology Development and Adaptation<br>2. Technology Dissemination and Adoption (TDA)<br>3. Food and Nutrition Status Enhancement (FNSE)<br>4. Project Management<br><br>The Impact Evaluation (IE) of AFSP concentrates on components 2 and 3. Component 2, TDA, aims to introduce farmers to new production and management methods for both crops and livestock in order to improve their yields and income using a Farmer Field Schools (FFS) approach. Component 3, FNSE, aims to improve feeding practices of young children and of pregnant women, primarily through Behavior Change Communication (BCC).<br><br>The baseline survey of the AFSP provides information on the following topics: socioeconomic profile of the households, access to agricultural extension services, agricultural production and commercialization, household income and expenditures, access to and use of rural financial services, and food security, including women’s and children’s dietary diversity.",0049214,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - Demographic and Health Survey 2016,"The primary objective of the 2016 Nepal Demographic and Health Survey (NDHS) is to provide up-to-date estimates of basic demographic and health indicators. The NDHS provides a comprehensive overview of population, maternal, and child health issues in Nepal. Specifically, the 2016 NDHS:<br>- Collected data that allowed calculation of key demographic indicators, particularly fertility and under-5 mortality rates, at the national level, for urban and rural areas, and for the country’s seven provinces<br>- Collected data that allowed for calculation of adult and maternal mortality rates at the national level<br>- Explored the direct and indirect factors that determine levels and trends of fertility and child mortality<br>- Measured levels of contraceptive knowledge and practice<br>- Collected data on key aspects of family health, including immunization coverage among children, prevalence and treatment of diarrhea and other diseases among children under age 5, maternity care indicators such as antenatal visits and assistance at delivery, and newborn care<br>- Obtained data on child feeding practices, including breastfeeding<br>- Collected anthropometric measures to assess the nutritional status of children under age 5 and women and men age 15-49<br>- Conducted hemoglobin testing on eligible children age 6-59 months and women age 15-49 to provide information on the prevalence of anemia in these groups<br>- Collected data on knowledge and attitudes of women and men about sexually transmitted diseases and HIV/AIDS and evaluated potential exposure to the risk of HIV infection by exploring high-risk behaviors and condom use<br>- Measured blood pressure among women and men age 15 and above<br>- Obtained data on women’s experience of emotional, physical, and sexual violence<br><br>The information collected through the 2016 NDHS is intended to assist policymakers and program managers in the Ministry of Health and other organizations in designing and evaluating programs and strategies for improving the health of the country’s population. The 2016 NDHS also provides data on indicators relevant to the Nepal Health Sector Strategy (NHSS) 2016-2021 and the Sustainable Development Goals (SDGs).",0049205,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - Agriculture and Food Security Project Impact Evaluation 2016,"The Nepal Agriculture and Food Security Project (AFSP) aims to improve the livelihood of poor farmers by increasing agricultural output and improving nutritional practices. AFSP is funded by the Global Agriculture and Food Security Project (GAFSP), supervised by the World Bank, and implemented by the Ministries of Agricultural Development (MoAD) and Health (MoH). AFSP includes 19 districts1 of the mid- and far-western development regions of Nepal. It intends to benet 162,000 people living in hill and mountain areas of the country.<br><br>According to the Project Appraisal Document (PAD), the Project Development Objective (PDO) is to enhance food and nutritional security of the targeted communities in select locations of Nepal. The project hypothesizes a link between this food security/nutrition and increased productivity of on-farm income from<br>both cultivation of crops and rearing of livestock. Additional Results indicators for the project include:<br> - Increase in the productivity of targeted crops<br> - Increase in the yield of targeted livestock products<br> - Increase in the proportion of pregnant and nursing mothers and children between 6-24 months' age adopting appropriate feeding practices.<br><br>Following from these objectives, and the indicators laid out in the PAD, the IE was designed in order to capture both the direct targets of the project, as well as its envisioned mechanism pathways. These form the core outcomes measured and described in this report.<br><br>In order to achieve its targets, AFSP consists of four components:<br>1. Technology Development and Adaptation<br>2. Technology Dissemination and Adoption (TDA)<br>3. Food and Nutrition Status Enhancement (FNSE)<br>4. Project Management<br><br>The Impact Evaluation (IE) of AFSP concentrates on components 2 and 3. Component 2, TDA, aims to introduce farmers to new production and management methods for both crops and livestock in order to improve their yields and income using a Farmer Field Schools (FFS) approach. Component 3, FNSE, aims to improve feeding practices of young children and of pregnant women, primarily through Behavior Change Communication (BCC).",0049204,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Nepal - Agriculture and Food Security Project Impact Evaluation 2017,"The Nepal Agriculture and Food Security Project (AFSP) aims to improve the livelihood of poor farmers by increasing agricultural output and improving nutritional practices. AFSP is funded by the Global Agriculture and Food Security Project (GAFSP), supervised by the World Bank, and implemented by the Ministries of Agricultural Development (MoAD) and Health (MoH). AFSP includes 19 districts1 of the mid- and far-western development regions of Nepal. It intends to benet 162,000 people living in hill and mountain areas of the country.<br><br>According to the Project Appraisal Document (PAD), the Project Development Objective (PDO) is to enhance food and nutritional security of the targeted communities in select locations of Nepal. The project hypothesizes a link between this food security/nutrition and increased productivity of on-farm income from<br>both cultivation of crops and rearing of livestock. Additional Results indicators for the project include:<br> - Increase in the productivity of targeted crops<br> - Increase in the yield of targeted livestock products<br> - Increase in the proportion of pregnant and nursing mothers and children between 6-24 months' age adopting appropriate feeding practices.<br><br>Following from these objectives, and the indicators laid out in the PAD, the IE was designed in order to capture both the direct targets of the project, as well as its envisioned mechanism pathways. These form the core outcomes measured and described in this report.<br><br>In order to achieve its targets, AFSP consists of four components:<br>1. Technology Development and Adaptation<br>2. Technology Dissemination and Adoption (TDA)<br>3. Food and Nutrition Status Enhancement (FNSE)<br>4. Project Management<br><br>The Impact Evaluation (IE) of AFSP concentrates on components 2 and 3. Component 2, TDA, aims to introduce farmers to new production and management methods for both crops and livestock in order to improve their yields and income using a Farmer Field Schools (FFS) approach. Component 3, FNSE, aims to improve feeding practices of young children and of pregnant women, primarily through Behavior Change Communication (BCC).",0049201,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
