name,description,dataset_id,project_id,files
Ukraine - Land Use,Land use classification extracted from OpenStreetMap in April 2022.,61443,,"[""'name': 'Ukraine Land Use extract from OSM'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0061443/DR0086565/UKR_osm_landuse.rar?versionId=2023-01-18T18:59:35.9293206Z'""]"
Food Prices for Nutrition,"<span style=""color: rgb(68, 68, 68);"">Food Prices for Nutrition provides indicators on the cost and affordability of healthy diets in each country, showing the population’s physical and economic access to sufficient quantities of locally available items for an active and healthy life. It also provides indicators on the cost and affordability of an energy-sufficient diet and of a nutrient-adequate diet. These indicators are explained in detail in the </span><span style=""color: rgb(23, 43, 77);"">associated </span><span style=""color: rgb(68, 68, 68);"">Food Prices for Nutrition DataHub here: </span><a href=""https://www.worldbank.org/foodpricesfornutrition"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(68, 68, 68);"">https://www.worldbank.org/foodpricesfornutrition</a><span style=""color: rgb(68, 68, 68);"">. </span>The database version Food Prices for Nutrition 1.0 houses indicators estimated in July 2022, when relevant affordability indicators were calculated based on the available Poverty and Inequality Platform (PIP) data from the World Bank expressed in 2011 purchasing power parity terms (PPP). These include indicators measuring the affordability of each diet as a ratio of the cost of the diet to the food poverty line and indicators measuring the share and volume of the population unable to afford each diet based on income distributions observed in each country. Note that the Cost and Affordability of a Healthy Diet indicators reported in the State of Food Security and Nutrition in the World 2022 correspond to those in version 1.0.The database version Food Prices for Nutrition 1.1 updates these aforementioned affordability indicators using the latest PIP data expressed in 2017 PPP-based dollars. For more details about the PIP update, please visit https://pip.worldbank.org/about. The database version Food Prices for Nutrition 2.0, estimated in July 2023, uses the latest PIP data expressed in 2017-PPP-based dollars. The Cost and Affordability of a Healthy Diet indicators reported in the State of Food Security and Nutrition in the World 2023 correspond to those in version 2.0.",61222,,"[""'name': 'Food Prices for Nutrition: eLearning'"", ""'description': '<p><span style=\\'color: rgb(51"", '51', ""51);\\'>The&nbsp;</span><strong style=\\'color: rgb(51"", '51', ""51);\\'>Food Prices for Nutrition&nbsp;</strong><a href=\\'https://www.worldbank.org/en/olc/course/62176\\' rel=\\'noopener noreferrer\\' target=\\'_blank\\' style=\\'color: rgb(0"", '113', '188); background-color: rgb(255', '255', ""255);\\'>eLearning course</a><span style=\\'color: rgb(51"", '51', ""51);\\'>&nbsp;trains users on constructing diet cost and affordability indicators"", ""focusing on access to a healthy diet and other dietary standards.</span></p><p><span style=\\'color: rgb(51"", '51', ""51);\\'>The course covers how these indicators are constructed at the global level using the methodology produced by Food Prices for Nutrition and the nutritional concepts underlying this approach"", ""including the use of a global standard reference of a Healthy Diet Basket and national food-based dietary guidelines. It also covers the data inputs and sources used in constructing the indicators and their interpretation and application.</span></p><p><span style=\\'color: rgb(51"", '51', ""51);\\'>This course is self-paced and free to access&nbsp;</span><a href=\\'https://www.worldbank.org/en/olc/course/62176\\' rel=\\'noopener noreferrer\\' target=\\'_blank\\' style=\\'color: rgb(0"", '113', '188); background-color: rgb(255', '255', ""255);\\'>here</a><span style=\\'color: rgb(51"", '51', ""51);\\'>&nbsp;through the World Bank Group\\u2019s&nbsp;</span><a href=\\'https://wbg.edcast.com/\\' rel=\\'noopener noreferrer\\' target=\\'_blank\\' style=\\'color: rgb(0"", '113', '188); background-color: rgb(255', '255', ""255);\\'>Open Learning Campus (OLC)</a><span style=\\'color: rgb(51"", '51', ""51);\\'>. Users without an OLC account will be invited to register before commencing the course.</span></p>', 'url': null"", ""'name': 'Food Prices for Nutrition'"", ""'description': 'Please refer to https://data.worldbank.org/developers for API documentation.', 'url': null"", ""'name': 'Developer documentation'"", ""'description': null, 'url': null"", ""'name': 'Food Price for Nutrition DataHub'"", ""'description': null, 'url': null"", ""'name': 'Food Prices for Nutrition website'"", ""'description': null, 'url': null"", ""'name': 'The State of Food Security and Nutrition in the World (SOFI)'"", ""'description': null, 'url': null"", ""'name': 'Databank Access'"", ""'description': null, 'url': null""]"
Afghanistan asset exposure,"Collection of exposure datasets for risk assessment purpose in Afghanistan. Includes:<br />
- Location, area and USD value of rainfed and irrigated agricultural crops.<br />
- Total exposure value of buildings for different occupancy types: urban and rural structures, residential, non-residential, and industrial area. Values expressed as replacement cost (USD), area (m2), or number of elements (count).<br />
- Location, count and USD value (when available) for the following infrastructures in Afghanistan: airports, bridges, dams, health centers, hospitals, power plants, roads, schools and universities.<br />
- Population count and GDP value in USD for three macrosectors (Industry, Agriculture and Services) in Afghanistan.
",50638,,"[""'name': 'Afghanistan buildings exposure'"", ""'description': 'Exposure of buildings in Afghanistan for different occupancy types: urban and rural structures"", 'residential', 'non-residential', 'and industrial area. Values expressed as replacement cost (USD)', 'area (m2)', ""or number of elements (count). Grid resolution 90 m.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0050638/DR0065490/exp-afg-buildings.zip?versionId=2023-01-18T19:11:31.0275678Z'"", ""'name': 'Afghanistan population and GDP'"", ""'description': 'Population count and GDP value in USD for three macrosectors (Industry"", ""Agriculture and Services) in Afghanistan. Grid resolution 90 m.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0050638/DR0065492/exp-afg-indicators.zip?versionId=2023-01-18T19:11:38.0685144Z'"", ""'name': 'Afghanistan Multi-Hazard Risk Assessment (WB 2018)'"", ""'description': 'To better understand natural hazard and disaster risk"", 'the World Bank and Global Facility for Disaster Reduction and Recovery (GFDRR) supported the development of new \\ufb02uvial \\ufb02ood', '\\ufb02ash \\ufb02ood', 'drought', 'landslide', 'avalanche and seismic risk information in Afghanistan', ""as well as a frst-order analysis of the costs and benefts of resilient reconstruction and risk reduction strategies. This publication describes the applied methods and main results of the project.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0050638/DR0065493/afghanistan_mhra.pdf?versionId=2023-01-18T19:11:40.6180463Z'"", ""'name': 'Afghanistan agriculture'"", ""'description': 'Location"", ""area and USD value of rainfed and irrigated agricultural crops in Afghanistan. Grid resolution 90 m.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0050638/DR0065489/exp-afg-agriculture.zip?versionId=2023-01-18T19:11:45.2124020Z'"", ""'name': 'Afghanistan infrastructures'"", ""'description': 'Location"", 'count and USD value (when available) for the following infrastructures in Afghanistan: airports', 'bridges', 'dams', 'health centers', 'hospitals', 'power plants', 'roads', ""schools and universities. Grid resolution 90 m.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0050638/DR0065491/exp-afg-infrastructures.zip?versionId=2023-01-18T19:11:56.9566407Z'""]"
World Bank Group Archives Holdings,"This dataset contains the set of metadata describing the World Bank's Archival Holdings, including links to the URLs of digitized content where available.&nbsp;The metadata consists of archival descriptions authored by World Bank Group Archives staff. These descriptions follow the International Standard for Archival Description (ISAD[g]) descriptive standard. This metadata is available electronically in our online catalog, available here: <a href=""https://archivesholdings.worldbank.org/"" rel=""noopener noreferrer"" target=""_blank"">https://archivesholdings.worldbank.org/</a>. The catalog is added to on a regular basis.&nbsp;&nbsp;<br>The Archives contains the administrative and operational records created by the World Bank, and offers access to this vast amount of original primary source research material to the public according to its Access to Information Policy. Dating from 1944, the Bank's records provide evidence of all of the business activities of the Bank, including lending operations, policy decision making, relations with donor and client countries, and administration. More information about the Archives Holdings can be found here: https://archivesholdings.worldbank.org/about-our-records-and-finding-aids<br>The dataset follows the Open Archives Initiative Protocol for Metadata Harvesting standard.&nbsp;&nbsp;API documentation is available here: <a href=""https://www.accesstomemory.org/en/docs/2.6/dev-manual/api/api-intro/"" rel=""noopener noreferrer"" target=""_blank"">https://www.accesstomemory.org/en/docs/2.6/dev-manual/api/api-intro/</a>",50617,,"[""'name': 'Archives Holdings Help'"", ""'description': null, 'url': null"", ""'name': 'World Bank's Archival Holdings'"", ""'description': null, 'url': null"", ""'name': 'API Documentation'"", ""'description': 'To access the API for the metadata"", ""the end user will need a key. The key can be obtained by writing archives@worldbank.org.', 'url': null""]"
Irrigation Potential in Romania ,"The aim of the project was to map and estimate the potential and suitability of selected areas of interest<br />
for the implementation of irrigation projects.
This project was supported by ESA (European Space Agency) through the EO Clinic program. For more information about the Earth Observation Clinic, please visit: <a href=""https://beta.datapartnership.org/datapartner/10"">https://beta.datapartnership.org/datapartner/10</a>
",43631,,"[""'name': 'Braila'"", ""'description': 'This folder contains datasets in raster format depicting:\\r\\n- Crop map\\r\\n- Irrigated Areas\\r\\n- Irrigation Suitability of crops\\r\\n- sub-indexes related to the datasets above\\r\\n\\r\\n', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0043631/DR0054431/aoi1_brailacounty_raster.zip?versionId=2021-10-21T09:50:49.2619728Z'"", ""'name': 'Prut-Barlad'"", ""'description': 'This folder contains datasets in raster format depicting:\\r\\n- Crop map\\r\\n- Irrigated Areas\\r\\n- Irrigation Suitability of crops\\r\\n- sub-indexes related to the datasets above\\r\\n\\r\\n', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0043631/DR0054432/aoi2_prut_barlad_raster.zip?versionId=2021-10-21T09:50:50.7360282Z'"", ""'name': 'Report and Methodology'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0043631/DR0054436/eoc0018_wor_final.pdf?versionId=2021-10-21T09:50:53.2047903Z'"", ""'name': 'Arad-Timis'"", ""'description': 'This folder contains datasets in raster format depicting:\\r\\n- Crop map\\r\\n- Irrigated Areas\\r\\n- Irrigation Suitability of crops\\r\\n- sub-indexes related to the datasets above\\r\\n\\r\\n', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0043631/DR0054433/aoi3_arad_timis_raster.zip?versionId=2021-10-21T09:50:54.7739136Z'"", ""'name': 'Layer styles (QGIS)'"", ""'description': 'pre-defined styles for the raster layers"", ""that can be utilized for styling the data in QGIS', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0043631/DR0054434/auxiliary_qgis_styles_qml.zip?versionId=2021-10-21T09:50:56.2639805Z'"", ""'name': 'Map catalog'"", ""'description': 'Map catalog for the indexes computed in the study', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0043631/DR0054435/maps.zip?versionId=2021-10-21T09:50:57.6469714Z'""]"
Landcover mapping in Sulawesi,"Land cover maps were created to support disaster monitoring following a tsunami in October 2018. Seven dates of landocver maps were generated: September 2018, October 2018, January 2019, April 2019, October 2019, January 2020, and October 2020. For each cloud-free pixel, a pre-trained algorithm classified the landcover into the following classes: buildings, roads, forest, grassland/agriculture, water, barren, parking lots, golf courses, and mines. Data were created by Orbital Insight using Planet's 3-5 m resolution Planetscope imagery
",43556,,"[""'name': 'Landcover web map'"", ""'description': 'Web map service (ESRI tile service) for landcover map for september 2018', 'url': null""]"
South Sudan buildings and infrastructures,"Exposure data representing location and type of settlments, land use, buildings, health facilities and roads from a combination of sources: Open Street Map, OCHA and World Bank.
",42416,P170266,"[""'name': 'Settlements'"", ""'description': 'Location and ranking of settlements from OCHA (2019).', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042416/DR0053214/exp-ssd-settlements_ocha.zip?versionId=2023-01-18T19:31:38.0898460Z'"", ""'name': 'Health facilities'"", ""'description': 'Location and ranking of health facilities from World Bank (2009).', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042416/DR0053215/exp-ssd-health_wb.zip?versionId=2023-01-18T19:31:45.0738227Z'"", ""'name': 'South Sudan buildings"", ""land use and roads'"", ""'description': 'Buildings"", 'land use', ""and roads polygons from OpenStreetMap', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042416/DR0053213/exp-ssd-osm.zip?versionId=2023-01-18T19:31:54.3434823Z'"", ""'name': 'Disasters"", 'conflict', 'and displacement: Intersectional risks in South Sudan (World Bank', ""2020)'"", ""'description': 'Part one of the report conducts an analytic mapping of intersectional risks for South Sudan based on existing data and assessments related to natural hazards and conflict and fragility. Part two of the report explores in greater depth and based on field-based qualitative research the specific interrelationship between natural disasters"", 'conflict and displacement. The study provides valuable insights and lessons learned for future research on the intersectionality of disaster- and conflict-related risks. South Sudan', 'as many other conflict-affected countries', 'faces the challenge of a scarce and fragmented data environment. Taking stock of and mapping existing data proved to be a useful approach to identify data gaps and entry points for more detailed', 'quantitative and qualitative analyses. The study', 'however', ""also showed that a more comprehensive conceptual framework of the wider DRM-FCV nexus is needed for analyzing the intersectionality of crisis risks. Such a framework can be particularly useful to more clearly delineate the focus of analysis and derive a methodology which can be applied in different contexts.', 'url': null""]"
Ramadi (Iraq) - Land Use/Land Cover Map (ESA EO4SD-Urban),"Land Use / Land Cover (LULC) information product over Ramadi (Iraq) contains spatial explicit information about the different land covers / uses for current (2017) and past (2004) dates. The level of detail for the classification scheme mainly relies on the input data sources. LULC dataset provides detailed information (level-4) over core urban areas covered by very high resolution satellite imagery.
",42349,P161515,"[""'name': 'Land Use/Land Cover 2004 Map for Ramadi (ESA EO4SD-Urban)'"", ""'description': 'Land Use / Land Cover (LULC) information product over Ramadi (Iraq) contains spatial explicit information about the different land covers / uses for current (2017) and past (2004) dates. The level of detail for the classification scheme mainly relies on the input data sources. LULC dataset provides detailed information (level-4) over core urban areas covered by very high resolution satellite imagery.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042349/DR0053075/eo4sd_ramadi_lulcvhr_2004.zip?versionId=2023-01-19T10:34:05.3390004Z'"", ""'name': 'Urban Thematic Exploitation Platform (UTEP) Link - Ramadi'"", ""'description': 'Link to Ramadi LULC datasets in the Urban Thematic Exploitation Platform (UTEP).', 'url': null"", ""'name': 'Ramadi (Iraq) - Land Use/Land Cover Map (ESA EO4SD-Urban)(Feature Service)'"", ""'description': null, 'url': null"", ""'name': 'Land Use/Land Cover 2017 Map for Ramadi (ESA EO4SD-Urban)'"", ""'description': 'Land Use / Land Cover (LULC) information product over Ramadi (Iraq) contains spatial explicit information about the different land covers / uses for current (2017) and past (2004) dates. The level of detail for the classification scheme mainly relies on the input data sources. LULC dataset provides detailed information (level-4) over core urban areas covered by very high resolution satellite imagery.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042349/DR0053076/eo4sd_ramadi_lulcvhr_2017.zip?versionId=2023-01-19T10:34:08.6301082Z'"", ""'name': 'EO4SD-Urban Ramadi Operations Report'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042349/DR0053078/eo4sd-urban_ramadifallujah_operations_report_v2-0_inclqc.pdf?versionId=2023-01-19T10:34:10.2102003Z'""]"
Vietnam: Scenarios for Solar PV Deployment,"The result of a geospatial analysis performed by the World Bank for assessing Vietnam’s potential for solar PV deployment, ground mounting and floating. The analysis was performed using the MapRE tool and methodology developed by Berkley (<a href=""http://mapre.lbl.gov/gis-tools/"">http://mapre.lbl.gov/gis-tools/</a>) and it made use of high accuracy Land Use/Land Cover data acquired from the client country. Three scenarios have been considered for ground mounting and two scenarios for floating solar, as described below.
",42345,,"[""'name': 'SolarScenarioVietnam.zip'"", ""'description': 'The result of a geospatial analysis performed by the World Bank for assessing Vietnam\\u2019s potential for solar PV deployment"", 'ground mounting and floating. The analysis was performed using the MapRE tool and methodology developed by Berkley (http://mapre.lbl.gov/gis-tools/) and it made use of high accuracy Land Use/Land Cover data acquired from the client country. Three scenarios have been considered for ground mounting and two scenarios for floating solar', ""as described below.', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042345/DR0053070/solarscenariovietnam.zip?versionId=2023-01-19T10:28:26.5058972Z'"", ""'name': 'Metadata.xlsx'"", ""'description': 'Metadata', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042345/DR0053071/metadata_0.xlsx?versionId=2023-01-19T10:28:28.0220242Z'""]"
Kigoma  (Tanzania) - Land Use/Land Cover Map (ESA EO4SD-Urban,"Land Use/Land Cover (LU/LC) information product contains spatial explicit information on different land use and land cover occurring in Larger Urban areas of the City of Kigoma. The Larger Urban area LU/LC nomenclature is at an aggregated Level 1 or 2. The input data for the larger Urban area was Landsat 5 (2005),  Sentinel-2 (2016), Very High Resolution (VHR) data of Quickbird-2 (2005) and Very High Resolution (VHR) data of Pleiades (2016).
",42324,P111153,"[""'name': 'Land Use/Land Cover 2005 Map for Kigoma (ESA EO4SD-Urban)'"", ""'description': 'Land Use/Land Cover (LU/LC) information product contains spatial explicit information on different land use and land cover occurring in Larger Urban areas of the City of Kigoma. The Larger Urban area LU/LC nomenclature is at an aggregated Level 1 or 2. The input data for the larger Urban area was Landsat 5 (2005)', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042324/DR0053009/eo4sd_kigoma_lulchr_2005.zip?versionId=2023-01-19T08:01:50.7725331Z'"", ""'name': 'Land Use/Land Cover 2016 Map for Kigoma (ESA EO4SD-Urban)'"", ""'description': 'Land Use/Land Cover (LU/LC) information product contains spatial explicit information on different land use and land cover occurring in Larger Urban areas of the City of Kigoma. The Larger Urban area LU/LC nomenclature is at an aggregated Level 1 or 2. The input data for the Larger Urban area was Sentinel-2 (2016).', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042324/DR0053010/eo4sd_kigoma_lulchr_2016.zip?versionId=2023-01-19T08:01:52.5964849Z'"", ""'name': 'Land Use/Land Cover 2016 Very High Resolution Map for Kigoma (ESA EO4SD-Urban)'"", ""'description': 'Land Use/Land Cover (LU/LC) information product contains spatial explicit information on different land use and land cover occurring in the Core areas of the City of Kigoma. The Core area has detailed LU/LC nomenclature that is either at Level 3 or 4. The input data for the Core area was the Very High Resolution (VHR) data of Pleiades (2016)', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042324/DR0053012/eo4sd_kigoma_lulcvhr_2015.zip?versionId=2023-01-19T08:01:54.3584729Z'"", ""'name': 'Kigoma  (Tanzania) - Land Use/Land Cover Map (ESA EO4SD-Urban(Feature Service)'"", ""'description': null, 'url': null"", ""'name': 'Land Use/Land Cover 2005 Very High Resolution Map for Kigoma (ESA EO4SD-Urban)'"", ""'description': 'Land Use/Land Cover (LU/LC) information product contains spatial explicit information on different land use and land cover occurring in the Core Urban areas of the City of Kigoma. The Core Urban area has detailed LU/LC nomenclature that is either at Level 3 or 4. The input data for the Core Urban area was the Very High Resolution (VHR) data of Quickbird-2 (2005).', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042324/DR0053011/eo4sd_kigoma_lulcvhr_2005.zip?versionId=2023-01-19T08:01:56.6571527Z'"", ""'name': 'Urban Thematic Exploitation Platform (UTEP) Link - Kigoma'"", ""'description': 'Link to LULC data of Kigoma on Urban Thematic Exploitation Platform (UTEP)', 'url': null"", ""'name': 'EO4SD-Urban Kigoma City Report"", ""2018'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042324/DR0053014/eo4sd-urban_kigoma_operations_report_3_0.pdf?versionId=2023-01-19T08:01:59.2306745Z'""]"
 Global Distribution of Economic Activity,"Data for replicating The Global Spatial Distribution of Economic Activity: Nature, History, and the Role of Trade (forthcoming 2018; with Vernon Henderson, Tim Squires and David N. Weil) Quarterly Journal of Economics
We explore the role of natural characteristics in determining the worldwide spatial distribution of economic activity, as proxied by lights at night, observed across 240,000 grid cells. A parsimonious set of 24 physical geography attributes explains 47% of worldwide variation and 35% of within-country variation in lights. We divide geographic characteristics into two groups, those primarily important for agriculture and those primarily important for trade, and confront a puzzle. In examining within-country variation in lights, among countries that developed early, agricultural variables incrementally explain over 6 times as much variation in lights as do trade variables, while among late developing countries the ratio is only about 1.5, even though the latter group is far more dependent on agriculture. Correspondingly, the marginal effects of agricultural variables as a group on lights are larger in absolute value, and those for trade smaller, for early developers than for late developers.  We show that this apparent puzzle is explained by persistence and the differential timing of technological shocks in the two sets of countries.  For early developers, structural transformation due to rising agricultural productivity began when transport costs were still high, so cities were localized in agricultural regions. When transport costs fell, these agglomerations persisted. In late-developing countries, transport costs fell before structural transformation. To exploit urban scale economies, manufacturing agglomerated in relatively few, often coastal, locations. Consistent with this explanation, countries that developed earlier are more spatially equal in their distribution of education and economic activity than late developers.
This dataset is part of the Global Research Program on Spatial Development of Cities funded by the Multi-Donor Trust Fund on Sustainable Urbanization of the World Bank and supported by the U.K. Department for International Development.
",42294,P145658,"[""'name': 'data_origvars_sample'"", ""'description': 'The \\'data_origvars_sample\\' dataset combines data for the world on a latitude-longitude pixel grid (0.25x0.25) on total calibrated light over nonwater 2010"", 'excluding gas flares ; Ruggedness measure based on Nunn and Puga (2012)', 'corrected for latitude ; Elevation', 'meters above sea level ;  Land suitability as prob that cell is cultivated', 'Ramankutty (2002) ;  Binary variable for if the coast passes inside the grid square ; Distance to the nearest navigable river', 'km ; 1(river passes inside the grid square) ;  distance to coast ;  Average monthly Celcius temperature (1960-1990 mon avg) ;   Monthly total precipitation', 'mm/month (1960-1990 mon avg) ; Distance to the nearest natural harbor on the coast', 'km (great circle) ;  Distance to the nearest big lake (area>5000 sq km)', 'km (great circle) ; Length of growing period', 'days ;   index of the stability of malaria transmission', 'Kiszewski et al. (2004) ; Grid cell area covered by land', 'km2 ;  Total Pop at Mid-Year 2010 by Major Area', 'Region and Country', 'thousands', ""WUP 2014. ', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042294/DR0052938/data_origvars_sample_0.dta?versionId=2023-01-19T05:48:11.9023970Z'"", ""'name': 'The global distribution of economic activity: nature"", 'history', ""and the role of trade'"", ""'description': 'Henderson"", 'J. V.', 'Squires', 'T.', 'Storeygard', 'A.', '& Weil', 'D. (2017). The global distribution of economic activity: nature', 'history', 'and the role of trade. The Quarterly Journal of Economics', '(November)', ""1\\u201350. https://doi.org/10.1093/qje/qjx030.Advance', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042294/DR0052940/henderson-et-al.-2017-the-global-distribution-of-economic-activity-nature-history-and-the-role-of-trade.pdf?versionId=2023-01-19T05:48:13.6214044Z'"", ""'name': 'Link to full replication files'"", ""'description': 'Includes input data and codes', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042294/DR0052941/replication.zip?versionId=2023-01-19T05:48:15.1934967Z'"", ""'name': 'README'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042294/DR0052943/readme_0.txt?versionId=2023-01-19T05:48:16.7495985Z'"", ""'name': 'data_origvars'"", ""'description': 'Shape file and csv of the data_origvars_sample.dta (.25 x .25 cells)', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042294/DR0052946/data_origvars_0.zip?versionId=2023-01-19T05:48:18.3346838Z'"", ""'name': 'natvars'"", ""'description': 'The \\'natvars\\' dataset contains GDP per capita"", 'Urban Population', 'Urbanization rate', ""Total Population and Year of education in 1950 (csv version).', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042294/DR0052947/natvars_0_0_0_0.csv?versionId=2023-01-19T05:48:19.9877300Z'"", ""'name': 'natvars'"", ""'description': 'The \\'natvars\\' dataset contains GDP per capita"", 'Urban Population', 'Urbanization rate', ""Total Population and Year of education in 1950', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042294/DR0052939/natvars_0_0.dta?versionId=2023-01-19T05:48:22.4653000Z'"", ""'name': 'Authors Website'"", ""'description': null, 'url': null"", ""'name': 'Web Appendix'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042294/DR0052945/hssw_supplementary_material_0.pdf?versionId=2023-01-19T05:48:25.4705659Z'""]"
Estimates of Distortions to Agricultural Incentives,"The World Bank research project on ""Distortions to Agricultural Incentives"" has produced a core database of Nominal Rates of Assistance to producers, or NRAs, together with a set of Consumer Tax Equivalents, or CTEs, for farm products and a set of Relative Rates of Assistance to farmers in 75 focus countries. The core database provides nominal rates of assistance estimates for the main individual commodities that together account for about 70 percent of the value of farm production in those countries, as well as guesstimates of the NRA for the 30 percent of farm production not covered. Also estimated is the NRA for non-agricultural tradables so as to compute a relative rate of assistance. Consumer tax equivalents are also provided for the covered products in each focus country, along with value of production and consumption at undistorted prices and of trade for each covered product and for non-covered farm products. The supplementary database on trade and welfare reduction indexes provides estimates of welfare and trade reduction indexes for each of the 75 countries.
",42293,,"[""'name': 'WPS4612 - Working paper'"", ""'description': 'Notwithstanding the tariffication component of the Uruguay Round Agreement on Agriculture"", 'import tariffs on farm products continue to provide an incomplete indication of the extent to which agricultural producer and consumer incentives are distorted in national markets. Especially in developing countries', 'non-agricultural policies indirectly impact agricultural and food markets. Empirical analysis aimed at monitoring distortions to agricultural incentives thus need to examine both agricultural and non-agricultural policy measures including import or export taxes', 'subsidies and quantitative restrictions', ""plus domestic taxes or subsidies on farm outputs or inputs and consumer subsidies for food staples. This paper addresses the practical methodological issues that need to be faced when attempting to undertake such a measurement task in developing countries. The approach is illustrated in two ways: by presenting estimates of nominal and relative rates of assistance to farmers in China for the period 1981 to 2005; and by summarizing estimates from an economy-wide computable general equilibrium model of the effects on agricultural versus non-agricultural markets of the project's measured distortions globally as of 2004. ', 'url': null"", ""'name': 'Agricultural Price Distortions"", 'Inequality', ""and Poverty - Report'"", ""'description': null, 'url': null"", ""'name': ' WPS4864 - Working paper'"", ""'description': 'For decades the world's agricultural markets have been highly distorted by national government policies"", ""but very differently for different commodities.  Hence a weighted average across countries of nominal rates of assistance or consumer tax equivalents for a product can be misleading as an indicator of the trade or welfare effects of policies affecting that product's global market. This is especially the case when some countries tax and others subsidize its production or consumption. This article develops a new set of more-satisfactory indicators for that purpose"", 'drawing on the recent literature on trade restrictiveness indexes. It then exploits a global agricultural distortions database recently compiled by the World Bank to generate the first set of estimates of those two indicators for each of 28 key agricultural commodities from 1960 to 2004', ""based on a sample of 75 countries that together account for more than three-quarters of the world's production of those agricultural commodities. These reveal the considerable extent of reforms in agricultural policies of developing as well as high-income countries over the past two decades.', 'url': null"", ""'name': 'Dataset'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042293/DR0052937/estimates-of-distortions-to-agricultural-incentives-1955-2007_0_0.zip?versionId=2023-01-19T06:19:44.4388273Z'""]"
WPS 8825 - Trading off the Income Gains and the Inequality Costs of Trade Policy,"This paper characterizes the trade-off between the income gains and the inequality costs of trade using survey data for 54 developing countries. Tariff data on agricultural and manufacturing goods are combined with household survey data on detailed income and expenditure patterns to estimate the first-order effects of the elimination of import tariffs on household welfare. The paper assesses how these welfare effects vary across the distribution by estimating impacts on the consumption of traded goods, wage income, farm and non-farm family enterprise income, and government transfers. For each country, the income gains and the inequality costs of trade liberalization are quantified and the trade-offs between them are assessed using an Atkinson social welfare index. The analysis finds average income gains from import tariff liberalization in 45 countries and average income losses in nine countries. Across countries in the sample, the gains from trade are 1.9 percent of real household expenditure on average. We find overwhelming evidence of a trade-off between the income gains (losses) and the inequality costs (gains), which arise because trade tends to exacerbate income inequality: 45 countries face a trade-off, while only nine do not. The income gains typically more than offset the increase in inequality. In the majority of developing countries, the prevailing tariff structure thus induces sizable welfare losses
",42084,,"[""'name': 'Data Files and STATA Codes'"", ""'description': null, 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0042084/DR0052681/wps8825replication.zip?versionId=2023-01-19T08:03:11.5511264Z'"", ""'name': 'Working Paper - Trading off the Income Gains and the Inequality Costs of Trade Policy'"", ""'description': null, 'url': null""]"
